hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,date_id
City Hotel,0,187,2024,October,41,7,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,108.9,0,3,Check-Out,10-10-2024,DT284
City Hotel,0,338,2024,October,41,7,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,68,Transient-Party,90.67,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,187,2024,October,41,7,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,103.5,0,3,Check-Out,10-10-2024,DT284
City Hotel,0,338,2024,October,41,7,1,2,2,0,0,BB,DOM,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,68,Transient-Party,90.67,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,338,2024,October,41,7,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,68,Transient-Party,90.67,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,338,2024,October,41,7,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,68,Transient-Party,90.67,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,338,2024,October,41,7,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,68,Transient-Party,90.67,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,338,2024,October,41,7,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,68,Transient-Party,90.67,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,102,2024,October,42,9,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,147,2024,October,41,7,1,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,151.2,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,126,2024,October,41,8,1,1,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,118.8,0,2,Check-Out,10-10-2024,DT284
City Hotel,0,338,2024,October,41,7,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,68,Transient-Party,90.67,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,1,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,75,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,3,2024,October,41,7,1,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,166,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,0,2024,October,42,9,1,0,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,77,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,0,2024,October,41,8,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,87.2,0,0,Check-Out,10-10-2024,DT284
Resort Hotel,0,11,2024,October,42,9,1,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,50,0,1,Check-Out,10-10-2024,DT284
Resort Hotel,0,11,2024,October,42,9,1,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient-Party,50,0,1,Check-Out,10-10-2024,DT284
Resort Hotel,0,11,2024,October,42,9,1,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,50,0,1,Check-Out,10-10-2024,DT284
Resort Hotel,0,11,2024,October,42,9,1,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,50,1,1,Check-Out,10-10-2024,DT284
Resort Hotel,0,11,2024,October,42,9,1,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,50,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,110,2024,October,42,9,1,0,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,K,1,No Deposit,0,Transient-Party,120,0,0,Check-Out,10-10-2024,DT284
City Hotel,1,282,2024,July,27,5,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,141.3,0,1,Canceled,10-10-2024,DT284
City Hotel,1,282,2024,July,27,5,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,141.3,0,1,Canceled,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,1,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,75,0,0,Check-Out,10-10-2024,DT284
City Hotel,1,282,2024,July,27,5,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,141.3,0,1,Canceled,10-10-2024,DT284
City Hotel,1,282,2024,July,27,5,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,141.3,0,1,Canceled,10-10-2024,DT284
City Hotel,1,282,2024,July,27,5,0,2,3,0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,212,0,1,Canceled,10-10-2024,DT284
City Hotel,1,282,2024,July,27,5,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,141.3,0,1,Canceled,10-10-2024,DT284
City Hotel,1,282,2024,July,27,5,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,141.3,0,1,Canceled,10-10-2024,DT284
City Hotel,0,132,2024,October,41,7,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.76,0,0,Check-Out,10-10-2024,DT284
City Hotel,1,282,2024,July,27,5,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,141.3,0,1,Canceled,10-10-2024,DT284
City Hotel,1,282,2024,July,27,5,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,141.3,0,1,Canceled,10-10-2024,DT284
City Hotel,1,282,2024,July,27,5,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,141.3,0,1,Canceled,10-10-2024,DT284
City Hotel,1,282,2024,July,27,5,0,2,3,0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,212,0,1,Canceled,10-10-2024,DT284
City Hotel,0,102,2024,October,42,9,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,0,Transient,108,0,1,Check-Out,10-10-2024,DT284
City Hotel,1,282,2024,July,27,5,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,141.3,0,1,Canceled,10-10-2024,DT284
City Hotel,1,250,2024,June,24,17,2,1,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.8,0,2,Canceled,10-10-2024,DT284
Resort Hotel,0,1,2024,October,41,9,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,67,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,349,2024,October,41,4,1,5,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,162,Transient-Party,96.67,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,166,2024,October,41,6,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,118.8,0,2,Check-Out,10-10-2024,DT284
City Hotel,0,349,2024,October,41,4,1,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,162,Transient-Party,123.33,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,28,2024,October,41,8,1,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,0,Transient,171.87,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,95,2024,October,41,7,1,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,151.2,0,2,Check-Out,10-10-2024,DT284
City Hotel,0,338,2024,October,41,7,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,68,Transient-Party,90.67,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,2,Check-Out,10-10-2024,DT284
City Hotel,0,220,2024,October,41,5,1,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,112.65,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,349,2024,October,41,4,1,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,162,Transient-Party,123.33,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,28,2024,October,41,8,1,1,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,121.47,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,42.5,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,349,2024,October,41,4,1,5,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,162,Transient-Party,96.67,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,7,2024,October,41,7,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,205,0,2,Check-Out,10-10-2024,DT284
City Hotel,0,0,2024,October,42,9,1,0,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,155,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,3,2024,October,42,9,1,0,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,0,Transient,195,0,2,Check-Out,10-10-2024,DT284
City Hotel,0,16,2024,October,41,8,1,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,187,2024,October,41,7,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.9,0,3,Check-Out,10-10-2024,DT284
City Hotel,0,5,2024,October,41,7,1,2,1,0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,0,Transient,150,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,17,2024,October,41,8,1,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,85,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,77,2024,October,41,7,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,132.3,0,3,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,2,Check-Out,10-10-2024,DT284
City Hotel,0,349,2024,October,41,4,1,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,162,Transient-Party,90,0,0,Check-Out,10-10-2024,DT284
Resort Hotel,0,11,2024,October,42,9,1,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient-Party,56,1,1,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,349,2024,October,41,4,1,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,162,Transient-Party,90,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,9,2024,October,41,7,1,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,166.67,0,0,Check-Out,10-10-2024,DT284
Resort Hotel,0,16,2024,October,41,9,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,48,0,0,Check-Out,10-10-2024,DT284
Resort Hotel,0,1,2024,October,41,9,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,58,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,77,2024,October,41,7,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,132.3,0,3,Check-Out,10-10-2024,DT284
City Hotel,0,132,2024,October,41,7,1,2,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.76,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,338,2024,October,41,7,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,68,Transient-Party,45.33,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,75,2024,October,41,8,1,1,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,151.2,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,78,2024,October,41,7,1,2,3,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,151.2,0,2,Check-Out,10-10-2024,DT284
City Hotel,0,338,2024,October,41,7,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,68,Transient-Party,90.67,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,163,2024,October,41,8,1,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,0,Transient,91.63,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,338,2024,October,41,7,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,68,Transient-Party,90.67,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,349,2024,October,41,4,1,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,162,Transient-Party,123.33,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,75,2024,October,41,8,1,1,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,151.2,0,1,Check-Out,10-10-2024,DT284
City Hotel,1,324,2024,August,32,8,0,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.1,0,2,Canceled,10-10-2024,DT284
City Hotel,0,2,2024,October,41,7,1,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,133.47,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,349,2024,October,41,4,1,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,162,Transient-Party,123.33,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,349,2024,October,41,4,1,5,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,162,Transient-Party,96.67,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,29,2024,October,41,5,1,4,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,161,0,2,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,28,2024,October,41,8,1,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,0,Transient,171.87,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,77,2024,October,41,7,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,5,No Deposit,0,Transient,132.3,0,2,Check-Out,10-10-2024,DT284
City Hotel,1,324,2024,August,32,8,0,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.1,0,2,Canceled,10-10-2024,DT284
Resort Hotel,0,11,2024,October,42,9,1,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,50,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,147,2024,October,41,7,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,132.3,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,3,2024,October,41,7,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,204.82,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,1,2024,October,42,9,1,0,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,103.18,0,1,Check-Out,10-10-2024,DT284
Resort Hotel,0,8,2024,October,41,6,1,3,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,0,Transient-Party,50,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,141,2024,October,41,6,1,3,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.75,0,0,Check-Out,10-10-2024,DT284
Resort Hotel,0,7,2024,October,41,5,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,50,0,1,Check-Out,10-10-2024,DT284
Resort Hotel,0,125,2024,October,42,9,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,103.2,0,0,Check-Out,10-10-2024,DT284
Resort Hotel,0,8,2024,October,41,6,1,3,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,0,Transient-Party,50,0,1,Check-Out,10-10-2024,DT284
Resort Hotel,0,8,2024,October,41,6,1,3,2,2,0,BB,GBR,Groups,Corporate,0,0,0,C,C,1,No Deposit,0,Transient-Party,82,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out,10-10-2024,DT284
Resort Hotel,0,0,2024,October,41,4,1,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,81.8,0,0,Check-Out,10-10-2024,DT284
Resort Hotel,0,43,2024,October,41,6,0,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,62.8,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out,10-10-2024,DT284
Resort Hotel,0,49,2024,October,40,2,2,6,2,0,0,BB,LUX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,67.25,0,2,Check-Out,10-10-2024,DT284
Resort Hotel,0,56,2024,October,40,2,2,6,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,63.9,0,3,Check-Out,10-10-2024,DT284
Resort Hotel,0,8,2024,October,41,6,1,3,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,0,Transient-Party,56,1,0,Check-Out,10-10-2024,DT284
City Hotel,0,127,2024,October,41,3,2,5,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108,0,2,Check-Out,10-10-2024,DT284
Resort Hotel,0,111,2024,October,41,4,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,57.67,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,3,2024,October,40,1,3,6,2,0,0,BB,AGO,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,158,0,0,Check-Out,10-10-2024,DT284
Resort Hotel,0,11,2024,October,42,9,1,0,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,56,1,1,Check-Out,10-10-2024,DT284
City Hotel,0,110,2024,October,42,9,1,0,1,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,K,1,No Deposit,0,Transient-Party,120,0,0,Check-Out,10-10-2024,DT284
Resort Hotel,0,58,2024,October,41,3,2,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85,1,1,Check-Out,10-10-2024,DT284
City Hotel,0,72,2024,October,42,9,1,0,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,132.3,0,3,Check-Out,10-10-2024,DT284
City Hotel,0,51,2024,October,41,8,1,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,139.5,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,32,2024,October,41,7,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,121.27,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,253,2024,October,41,7,1,2,1,0,0,BB,LUX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,140.4,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,218,2024,October,41,7,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,106.1,0,2,Check-Out,10-10-2024,DT284
Resort Hotel,0,18,2024,October,41,4,2,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,63.47,0,1,Check-Out,10-10-2024,DT284
Resort Hotel,0,100,2024,October,41,6,1,3,2,0,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,0,Transient,158.1,1,0,Check-Out,10-10-2024,DT284
City Hotel,0,102,2024,October,42,9,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108,0,1,Check-Out,10-10-2024,DT284
Resort Hotel,0,11,2024,October,42,9,1,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,50,0,1,Check-Out,10-10-2024,DT284
Resort Hotel,0,164,2024,September,40,28,3,9,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,39.24,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,349,2024,October,41,4,1,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,162,Transient-Party,90,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,106,2024,October,41,7,1,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,113.4,0,2,Check-Out,10-10-2024,DT284
Resort Hotel,0,8,2024,October,41,6,1,3,2,0,0,BB,ESP,Groups,Corporate,0,0,0,A,A,1,No Deposit,0,Transient-Party,50,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out,10-10-2024,DT284
City Hotel,1,203,2024,April,18,30,2,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99,0,0,Canceled,10-10-2024,DT284
Resort Hotel,0,8,2024,October,41,6,1,3,3,0,0,BB,GBR,Groups,Corporate,0,0,0,A,C,1,No Deposit,0,Transient-Party,70,0,0,Check-Out,10-10-2024,DT284
Resort Hotel,0,7,2024,October,41,5,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,50,0,1,Check-Out,10-10-2024,DT284
City Hotel,1,309,2024,August,33,15,0,4,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.1,0,0,Canceled,10-10-2024,DT284
Resort Hotel,0,7,2024,October,41,5,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,50,0,0,Check-Out,10-10-2024,DT284
City Hotel,1,202,2024,April,18,30,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117,0,0,Canceled,10-10-2024,DT284
Resort Hotel,0,11,2024,October,42,9,1,0,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,C,0,No Deposit,0,Transient-Party,50,0,1,Check-Out,10-10-2024,DT284
City Hotel,0,85,2024,October,41,6,1,3,1,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,75,0,0,Check-Out,10-10-2024,DT284
City Hotel,0,110,2024,October,42,9,1,0,1,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,120,0,0,Check-Out,10-10-2024,DT284
